imgnum;imgpath;code;cause;type;organisme;confirmed;train_test_set;date;hour;artist;day_obs_count;subid
Idf09696;../data/Bousset_data/Images/Alt/Idf09696.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2023:11:28;11:59:15;nan;12;Alternaria brassicicola, A. brasicae
Idf09702;../data/Bousset_data/Images/Alt/Idf09702.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2023:11:28;12:01:53;nan;12;Alternaria brassicicola, A. brasicae
Idf09703;../data/Bousset_data/Images/Alt/Idf09703.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2023:11:28;12:02:03;nan;12;Alternaria brassicicola, A. brasicae
Idf10326;../data/Bousset_data/Images/Alt/Idf10326.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2023:12:22;13:55:24;nan;12;Alternaria brassicicola, A. brasicae
Idf10434;../data/Bousset_data/Images/Alt/Idf10434.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:01:22;12:21:12;nan;12;Alternaria brassicicola, A. brasicae
Idf10442;../data/Bousset_data/Images/Alt/Idf10442.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:01:22;12:21:51;nan;12;Alternaria brassicicola, A. brasicae
Idf10777;../data/Bousset_data/Images/Alt/Idf10777.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:46:55;nan;12;Alternaria brassicicola, A. brasicae
Idf10778;../data/Bousset_data/Images/Alt/Idf10778.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:47:07;nan;12;Alternaria brassicicola, A. brasicae
Idf10779;../data/Bousset_data/Images/Alt/Idf10779.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:47:17;nan;12;Alternaria brassicicola, A. brasicae
Idf10780;../data/Bousset_data/Images/Alt/Idf10780.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:47:20;nan;12;Alternaria brassicicola, A. brasicae
Idf10781;../data/Bousset_data/Images/Alt/Idf10781.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:47:25;nan;12;Alternaria brassicicola, A. brasicae
Idf10782;../data/Bousset_data/Images/Alt/Idf10782.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:47:27;nan;12;Alternaria brassicicola, A. brasicae
Idf10783;../data/Bousset_data/Images/Alt/Idf10783.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:47:37;nan;12;Alternaria brassicicola, A. brasicae
Idf10784;../data/Bousset_data/Images/Alt/Idf10784.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:47:40;nan;12;Alternaria brassicicola, A. brasicae
Idf10785;../data/Bousset_data/Images/Alt/Idf10785.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:47:50;nan;12;Alternaria brassicicola, A. brasicae
Idf10786;../data/Bousset_data/Images/Alt/Idf10786.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:47:52;nan;12;Alternaria brassicicola, A. brasicae
Idf10787;../data/Bousset_data/Images/Alt/Idf10787.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:47:57;nan;12;Alternaria brassicicola, A. brasicae
Idf10788;../data/Bousset_data/Images/Alt/Idf10788.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:48:01;nan;12;Alternaria brassicicola, A. brasicae
Idf10789;../data/Bousset_data/Images/Alt/Idf10789.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:48:07;nan;12;Alternaria brassicicola, A. brasicae
Idf10790;../data/Bousset_data/Images/Alt/Idf10790.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:48:13;nan;12;Alternaria brassicicola, A. brasicae
Idf10791;../data/Bousset_data/Images/Alt/Idf10791.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:48:25;nan;12;Alternaria brassicicola, A. brasicae
Idf10792;../data/Bousset_data/Images/Alt/Idf10792.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:48:27;nan;12;Alternaria brassicicola, A. brasicae
Idf10793;../data/Bousset_data/Images/Alt/Idf10793.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:48:37;nan;12;Alternaria brassicicola, A. brasicae
Idf10794;../data/Bousset_data/Images/Alt/Idf10794.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:48:48;nan;12;Alternaria brassicicola, A. brasicae
Idf10795;../data/Bousset_data/Images/Alt/Idf10795.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:48:50;nan;12;Alternaria brassicicola, A. brasicae
Idf10796;../data/Bousset_data/Images/Alt/Idf10796.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:48:54;nan;12;Alternaria brassicicola, A. brasicae
Idf10797;../data/Bousset_data/Images/Alt/Idf10797.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:49:02;nan;12;Alternaria brassicicola, A. brasicae
Idf10799;../data/Bousset_data/Images/Alt/Idf10799.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:49:11;nan;12;Alternaria brassicicola, A. brasicae
Idf10800;../data/Bousset_data/Images/Alt/Idf10800.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:49:17;nan;12;Alternaria brassicicola, A. brasicae
Idf10803;../data/Bousset_data/Images/Alt/Idf10803.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:49:36;nan;12;Alternaria brassicicola, A. brasicae
Idf10804;../data/Bousset_data/Images/Alt/Idf10804.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:49:39;nan;12;Alternaria brassicicola, A. brasicae
Idf10805;../data/Bousset_data/Images/Alt/Idf10805.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:49:43;nan;12;Alternaria brassicicola, A. brasicae
Idf10807;../data/Bousset_data/Images/Alt/Idf10807.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:49:56;nan;12;Alternaria brassicicola, A. brasicae
Idf10808;../data/Bousset_data/Images/Alt/Idf10808.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:49:57;nan;12;Alternaria brassicicola, A. brasicae
Idf10809;../data/Bousset_data/Images/Alt/Idf10809.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:50:05;nan;12;Alternaria brassicicola, A. brasicae
Idf10810;../data/Bousset_data/Images/Alt/Idf10810.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:50:11;nan;12;Alternaria brassicicola, A. brasicae
Idf10811;../data/Bousset_data/Images/Alt/Idf10811.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:50:14;nan;12;Alternaria brassicicola, A. brasicae
Idf10812;../data/Bousset_data/Images/Alt/Idf10812.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:50:22;nan;12;Alternaria brassicicola, A. brasicae
Idf10814;../data/Bousset_data/Images/Alt/Idf10814.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:50:43;nan;12;Alternaria brassicicola, A. brasicae
Idf10815;../data/Bousset_data/Images/Alt/Idf10815.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:50:46;nan;12;Alternaria brassicicola, A. brasicae
Idf10816;../data/Bousset_data/Images/Alt/Idf10816.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:50:51;nan;12;Alternaria brassicicola, A. brasicae
Idf10817;../data/Bousset_data/Images/Alt/Idf10817.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:50:55;nan;12;Alternaria brassicicola, A. brasicae
Idf10818;../data/Bousset_data/Images/Alt/Idf10818.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:51:00;nan;12;Alternaria brassicicola, A. brasicae
Idf10819;../data/Bousset_data/Images/Alt/Idf10819.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:51:04;nan;12;Alternaria brassicicola, A. brasicae
Idf10820;../data/Bousset_data/Images/Alt/Idf10820.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:51:09;nan;12;Alternaria brassicicola, A. brasicae
Idf10821;../data/Bousset_data/Images/Alt/Idf10821.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:51:11;nan;12;Alternaria brassicicola, A. brasicae
Idf10822;../data/Bousset_data/Images/Alt/Idf10822.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:51:14;nan;12;Alternaria brassicicola, A. brasicae
Idf10823;../data/Bousset_data/Images/Alt/Idf10823.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:51:29;nan;12;Alternaria brassicicola, A. brasicae
Idf10827;../data/Bousset_data/Images/Alt/Idf10827.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:51:50;nan;12;Alternaria brassicicola, A. brasicae
Idf10828;../data/Bousset_data/Images/Alt/Idf10828.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:51:53;nan;12;Alternaria brassicicola, A. brasicae
Idf10829;../data/Bousset_data/Images/Alt/Idf10829.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:51:58;nan;12;Alternaria brassicicola, A. brasicae
Idf10830;../data/Bousset_data/Images/Alt/Idf10830.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:52:02;nan;12;Alternaria brassicicola, A. brasicae
Idf10831;../data/Bousset_data/Images/Alt/Idf10831.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:52:06;nan;12;Alternaria brassicicola, A. brasicae
Idf10832;../data/Bousset_data/Images/Alt/Idf10832.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:52:08;nan;12;Alternaria brassicicola, A. brasicae
Idf10833;../data/Bousset_data/Images/Alt/Idf10833.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:52:11;nan;12;Alternaria brassicicola, A. brasicae
Idf10834;../data/Bousset_data/Images/Alt/Idf10834.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:52:15;nan;12;Alternaria brassicicola, A. brasicae
Idf10835;../data/Bousset_data/Images/Alt/Idf10835.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:52:18;nan;12;Alternaria brassicicola, A. brasicae
Idf10836;../data/Bousset_data/Images/Alt/Idf10836.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:52:26;nan;12;Alternaria brassicicola, A. brasicae
Idf10837;../data/Bousset_data/Images/Alt/Idf10837.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:52:29;nan;12;Alternaria brassicicola, A. brasicae
Idf10838;../data/Bousset_data/Images/Alt/Idf10838.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:52:35;nan;12;Alternaria brassicicola, A. brasicae
Idf10839;../data/Bousset_data/Images/Alt/Idf10839.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:52:39;nan;12;Alternaria brassicicola, A. brasicae
Idf10840;../data/Bousset_data/Images/Alt/Idf10840.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:52:44;nan;12;Alternaria brassicicola, A. brasicae
Idf10841;../data/Bousset_data/Images/Alt/Idf10841.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:52:47;nan;12;Alternaria brassicicola, A. brasicae
Idf10842;../data/Bousset_data/Images/Alt/Idf10842.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:52:58;nan;12;Alternaria brassicicola, A. brasicae
Idf10843;../data/Bousset_data/Images/Alt/Idf10843.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:53:06;nan;12;Alternaria brassicicola, A. brasicae
Idf10844;../data/Bousset_data/Images/Alt/Idf10844.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:53:08;nan;12;Alternaria brassicicola, A. brasicae
Idf10845;../data/Bousset_data/Images/Alt/Idf10845.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:53:13;nan;12;Alternaria brassicicola, A. brasicae
Idf10846;../data/Bousset_data/Images/Alt/Idf10846.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:53:21;nan;12;Alternaria brassicicola, A. brasicae
Idf10847;../data/Bousset_data/Images/Alt/Idf10847.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:53:25;nan;12;Alternaria brassicicola, A. brasicae
Idf10848;../data/Bousset_data/Images/Alt/Idf10848.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:53:31;nan;12;Alternaria brassicicola, A. brasicae
Idf10849;../data/Bousset_data/Images/Alt/Idf10849.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:53:37;nan;12;Alternaria brassicicola, A. brasicae
Idf10850;../data/Bousset_data/Images/Alt/Idf10850.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:53:40;nan;12;Alternaria brassicicola, A. brasicae
Idf10851;../data/Bousset_data/Images/Alt/Idf10851.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:53:42;nan;12;Alternaria brassicicola, A. brasicae
Idf10852;../data/Bousset_data/Images/Alt/Idf10852.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:53:46;nan;12;Alternaria brassicicola, A. brasicae
Idf10853;../data/Bousset_data/Images/Alt/Idf10853.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:53:48;nan;12;Alternaria brassicicola, A. brasicae
Idf10854;../data/Bousset_data/Images/Alt/Idf10854.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:53:51;nan;12;Alternaria brassicicola, A. brasicae
Idf10855;../data/Bousset_data/Images/Alt/Idf10855.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:53:53;nan;12;Alternaria brassicicola, A. brasicae
Idf10858;../data/Bousset_data/Images/Alt/Idf10858.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:54:04;nan;12;Alternaria brassicicola, A. brasicae
Idf10859;../data/Bousset_data/Images/Alt/Idf10859.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:54:11;nan;12;Alternaria brassicicola, A. brasicae
Idf10860;../data/Bousset_data/Images/Alt/Idf10860.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:54:15;nan;12;Alternaria brassicicola, A. brasicae
Idf10861;../data/Bousset_data/Images/Alt/Idf10861.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:54:23;nan;12;Alternaria brassicicola, A. brasicae
Idf10862;../data/Bousset_data/Images/Alt/Idf10862.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:54:28;nan;12;Alternaria brassicicola, A. brasicae
Idf10863;../data/Bousset_data/Images/Alt/Idf10863.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:54:31;nan;12;Alternaria brassicicola, A. brasicae
Idf10864;../data/Bousset_data/Images/Alt/Idf10864.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:54:40;nan;12;Alternaria brassicicola, A. brasicae
Idf10865;../data/Bousset_data/Images/Alt/Idf10865.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:54:50;nan;12;Alternaria brassicicola, A. brasicae
Idf10866;../data/Bousset_data/Images/Alt/Idf10866.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:55:03;nan;12;Alternaria brassicicola, A. brasicae
Idf10867;../data/Bousset_data/Images/Alt/Idf10867.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:55:20;nan;12;Alternaria brassicicola, A. brasicae
Idf10868;../data/Bousset_data/Images/Alt/Idf10868.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:55:25;nan;12;Alternaria brassicicola, A. brasicae
Idf10869;../data/Bousset_data/Images/Alt/Idf10869.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:55:27;nan;12;Alternaria brassicicola, A. brasicae
Idf10870;../data/Bousset_data/Images/Alt/Idf10870.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:55:36;nan;12;Alternaria brassicicola, A. brasicae
Idf10871;../data/Bousset_data/Images/Alt/Idf10871.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:55:38;nan;12;Alternaria brassicicola, A. brasicae
Idf10872;../data/Bousset_data/Images/Alt/Idf10872.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:55:46;nan;12;Alternaria brassicicola, A. brasicae
Idf10873;../data/Bousset_data/Images/Alt/Idf10873.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:56:02;nan;12;Alternaria brassicicola, A. brasicae
Idf10874;../data/Bousset_data/Images/Alt/Idf10874.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;12:56:04;nan;12;Alternaria brassicicola, A. brasicae
Idf11063;../data/Bousset_data/Images/Alt/Idf11063.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;13:51:53;nan;12;Alternaria brassicicola, A. brasicae
Idf11124;../data/Bousset_data/Images/Alt/Idf11124.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;13:26:26;nan;12;Alternaria brassicicola, A. brasicae
Idf11125;../data/Bousset_data/Images/Alt/Idf11125.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;13:26:27;nan;12;Alternaria brassicicola, A. brasicae
Idf11132;../data/Bousset_data/Images/Alt/Idf11132.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;13:27:06;nan;12;Alternaria brassicicola, A. brasicae
Idf11134;../data/Bousset_data/Images/Alt/Idf11134.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;13:27:16;nan;12;Alternaria brassicicola, A. brasicae
Idf11135;../data/Bousset_data/Images/Alt/Idf11135.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;13:27:21;nan;12;Alternaria brassicicola, A. brasicae
Idf11136;../data/Bousset_data/Images/Alt/Idf11136.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;13:27:23;nan;12;Alternaria brassicicola, A. brasicae
Idf11137;../data/Bousset_data/Images/Alt/Idf11137.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;13:27:28;nan;12;Alternaria brassicicola, A. brasicae
Idf11138;../data/Bousset_data/Images/Alt/Idf11138.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;13:27:47;nan;12;Alternaria brassicicola, A. brasicae
Idf11139;../data/Bousset_data/Images/Alt/Idf11139.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;13:27:51;nan;12;Alternaria brassicicola, A. brasicae
Idf11140;../data/Bousset_data/Images/Alt/Idf11140.jpg;Alt;Alternariose;Champignon;Alternaria brassicicola, A. brasicae;1;train;2024:02:15;13:27:53;nan;12;Alternaria brassicicola, A. brasicae
